evaluations raw_y
1 -10.0000000000
2 -6.0000000000
3 -4.0000000000
4 -2.0000000000
5 399.0000000000
19 406.0000000000
61 408.0000000000
82 409.0000000000
300 410.0000000000
603 -2.0000000000
evaluations raw_y
1 -1.0000000000
2 385.0000000000
15 387.0000000000
25 393.0000000000
26 394.0000000000
56 395.0000000000
120 397.0000000000
131 398.0000000000
437 -6.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
4 -3.0000000000
8 -1.0000000000
12 382.0000000000
19 407.0000000000
55 409.0000000000
134 410.0000000000
439 -4.0000000000
evaluations raw_y
1 -6.0000000000
2 -3.0000000000
4 -2.0000000000
5 385.0000000000
9 407.0000000000
316 -5.0000000000
evaluations raw_y
1 -2.0000000000
2 400.0000000000
66 404.0000000000
369 -3.0000000000
evaluations raw_y
1 401.0000000000
97 403.0000000000
397 -1.0000000000
evaluations raw_y
1 -6.0000000000
2 -3.0000000000
3 373.0000000000
16 399.0000000000
77 401.0000000000
378 -3.0000000000
evaluations raw_y
1 -11.0000000000
2 -7.0000000000
3 381.0000000000
13 399.0000000000
317 -1.0000000000
evaluations raw_y
1 -7.0000000000
2 -4.0000000000
5 -2.0000000000
6 380.0000000000
7 386.0000000000
37 388.0000000000
38 390.0000000000
71 391.0000000000
374 -1.0000000000
evaluations raw_y
1 -5.0000000000
2 -2.0000000000
6 396.0000000000
50 404.0000000000
320 407.0000000000
628 -2.0000000000
evaluations raw_y
1 387.0000000000
11 389.0000000000
35 390.0000000000
275 392.0000000000
577 -13.0000000000
evaluations raw_y
1 383.0000000000
11 394.0000000000
24 398.0000000000
76 405.0000000000
87 406.0000000000
163 407.0000000000
469 -3.0000000000
evaluations raw_y
1 -6.0000000000
2 -3.0000000000
4 -1.0000000000
10 389.0000000000
13 399.0000000000
339 -1.0000000000
evaluations raw_y
1 -9.0000000000
2 -6.0000000000
9 367.0000000000
10 369.0000000000
18 382.0000000000
19 384.0000000000
26 397.0000000000
38 405.0000000000
303 407.0000000000
608 -5.0000000000
evaluations raw_y
1 377.0000000000
14 388.0000000000
15 395.0000000000
45 396.0000000000
55 401.0000000000
355 -1.0000000000
evaluations raw_y
1 -9.0000000000
2 -6.0000000000
4 -4.0000000000
6 -2.0000000000
10 -1.0000000000
14 378.0000000000
24 390.0000000000
28 396.0000000000
342 -67.0000000000
evaluations raw_y
1 387.0000000000
61 397.0000000000
135 398.0000000000
258 399.0000000000
564 -1.0000000000
evaluations raw_y
1 -11.0000000000
2 -7.0000000000
3 -3.0000000000
4 -1.0000000000
17 348.0000000000
25 398.0000000000
65 401.0000000000
377 -1.0000000000
evaluations raw_y
1 -4.0000000000
2 -2.0000000000
18 -1.0000000000
23 381.0000000000
53 384.0000000000
68 389.0000000000
160 397.0000000000
281 402.0000000000
590 -1.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
3 394.0000000000
13 405.0000000000
337 -1.0000000000
evaluations raw_y
1 -9.0000000000
2 -6.0000000000
3 398.0000000000
96 406.0000000000
397 -9.0000000000
evaluations raw_y
1 -7.0000000000
2 -4.0000000000
4 -3.0000000000
6 -1.0000000000
11 388.0000000000
30 395.0000000000
52 396.0000000000
358 370.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
5 374.0000000000
8 388.0000000000
296 390.0000000000
308 394.0000000000
382 396.0000000000
402 398.0000000000
493 412.0000000000
590 416.0000000000
896 -1.0000000000
evaluations raw_y
1 -10.0000000000
2 -6.0000000000
3 -5.0000000000
4 -2.0000000000
10 -1.0000000000
11 375.0000000000
17 380.0000000000
25 391.0000000000
41 394.0000000000
47 398.0000000000
53 399.0000000000
95 402.0000000000
395 -2.0000000000
evaluations raw_y
1 -9.0000000000
2 -6.0000000000
5 -3.0000000000
6 -1.0000000000
7 391.0000000000
16 403.0000000000
41 406.0000000000
281 408.0000000000
584 -1.0000000000
evaluations raw_y
1 -6.0000000000
2 -3.0000000000
5 -1.0000000000
6 370.0000000000
9 391.0000000000
73 402.0000000000
240 403.0000000000
404 408.0000000000
704 -2.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
5 -2.0000000000
6 403.0000000000
127 406.0000000000
427 -1.0000000000
evaluations raw_y
1 -11.0000000000
2 -7.0000000000
4 -4.0000000000
14 -2.0000000000
35 -1.0000000000
53 379.0000000000
126 382.0000000000
293 385.0000000000
600 -1.0000000000
evaluations raw_y
1 370.0000000000
22 378.0000000000
81 379.0000000000
84 385.0000000000
85 392.0000000000
219 395.0000000000
519 367.0000000000
evaluations raw_y
1 385.0000000000
4 398.0000000000
20 401.0000000000
339 -2.0000000000
