evaluations raw_y
1 -5.0000000000
2 -2.0000000000
17 -1.0000000000
18 488.0000000000
51 514.0000000000
394 499.0000000000
evaluations raw_y
1 -2.0000000000
2 472.0000000000
21 475.0000000000
25 492.0000000000
61 505.0000000000
85 508.0000000000
392 -1.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
23 -3.0000000000
56 -2.0000000000
86 -1.0000000000
116 506.0000000000
119 516.0000000000
460 -103.0000000000
evaluations raw_y
1 -3.0000000000
2 -1.0000000000
26 500.0000000000
111 509.0000000000
121 512.0000000000
430 -6.0000000000
evaluations raw_y
1 -4.0000000000
2 -2.0000000000
3 -1.0000000000
4 433.0000000000
18 453.0000000000
26 462.0000000000
27 477.0000000000
78 485.0000000000
103 486.0000000000
227 487.0000000000
534 -1.0000000000
evaluations raw_y
1 -12.0000000000
2 -8.0000000000
3 -5.0000000000
4 -2.0000000000
11 -1.0000000000
12 450.0000000000
27 494.0000000000
137 496.0000000000
361 505.0000000000
666 -2.0000000000
evaluations raw_y
1 -17.0000000000
2 -12.0000000000
3 -8.0000000000
4 -5.0000000000
7 -3.0000000000
8 -1.0000000000
12 466.0000000000
14 480.0000000000
27 499.0000000000
78 501.0000000000
314 503.0000000000
614 -1.0000000000
evaluations raw_y
1 -2.0000000000
2 480.0000000000
32 497.0000000000
41 501.0000000000
75 503.0000000000
93 508.0000000000
145 513.0000000000
166 518.0000000000
470 -1.0000000000
evaluations raw_y
1 -13.0000000000
2 -9.0000000000
3 -7.0000000000
4 -4.0000000000
8 -2.0000000000
14 -1.0000000000
53 497.0000000000
80 499.0000000000
380 -6.0000000000
evaluations raw_y
1 -11.0000000000
2 -7.0000000000
3 -4.0000000000
4 -2.0000000000
8 507.0000000000
58 516.0000000000
358 -1.0000000000
evaluations raw_y
1 -18.0000000000
2 -13.0000000000
4 -9.0000000000
8 -8.0000000000
10 -5.0000000000
17 -2.0000000000
18 469.0000000000
32 484.0000000000
68 486.0000000000
190 493.0000000000
222 495.0000000000
507 500.0000000000
810 484.0000000000
evaluations raw_y
1 -1.0000000000
2 448.0000000000
18 506.0000000000
154 516.0000000000
195 524.0000000000
502 -1.0000000000
evaluations raw_y
1 -18.0000000000
2 -13.0000000000
3 -5.0000000000
4 -2.0000000000
26 -1.0000000000
71 477.0000000000
98 479.0000000000
101 487.0000000000
113 496.0000000000
283 510.0000000000
588 -2.0000000000
evaluations raw_y
1 -7.0000000000
2 -4.0000000000
8 -2.0000000000
65 -1.0000000000
83 478.0000000000
110 489.0000000000
140 496.0000000000
222 501.0000000000
461 503.0000000000
533 505.0000000000
840 -1.0000000000
evaluations raw_y
1 -3.0000000000
2 -1.0000000000
20 473.0000000000
44 480.0000000000
47 491.0000000000
316 492.0000000000
618 -2.0000000000
evaluations raw_y
1 -5.0000000000
2 -2.0000000000
5 -1.0000000000
6 486.0000000000
26 490.0000000000
78 505.0000000000
110 516.0000000000
418 -1.0000000000
evaluations raw_y
1 -5.0000000000
2 -2.0000000000
12 -1.0000000000
47 449.0000000000
56 457.0000000000
72 473.0000000000
99 481.0000000000
128 494.0000000000
162 509.0000000000
466 -5.0000000000
evaluations raw_y
1 -18.0000000000
2 -13.0000000000
3 -8.0000000000
4 -5.0000000000
10 -3.0000000000
53 -2.0000000000
86 -1.0000000000
113 463.0000000000
119 489.0000000000
155 498.0000000000
229 506.0000000000
530 -46.0000000000
evaluations raw_y
1 -14.0000000000
2 -10.0000000000
5 -2.0000000000
6 507.0000000000
104 511.0000000000
408 -3.0000000000
evaluations raw_y
1 -17.0000000000
2 -12.0000000000
3 -7.0000000000
4 -4.0000000000
12 -2.0000000000
23 -1.0000000000
56 493.0000000000
68 507.0000000000
204 511.0000000000
248 513.0000000000
343 514.0000000000
502 520.0000000000
810 -1.0000000000
evaluations raw_y
1 -15.0000000000
2 -10.0000000000
4 -9.0000000000
7 -6.0000000000
8 -3.0000000000
18 -2.0000000000
38 -1.0000000000
53 494.0000000000
125 497.0000000000
237 505.0000000000
540 -2.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
7 -4.0000000000
8 -2.0000000000
14 -1.0000000000
32 502.0000000000
41 507.0000000000
68 510.0000000000
380 -24.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
5 -3.0000000000
6 -1.0000000000
18 507.0000000000
153 515.0000000000
456 -1.0000000000
evaluations raw_y
1 -16.0000000000
2 -11.0000000000
3 -2.0000000000
4 484.0000000000
44 494.0000000000
64 499.0000000000
370 -9.0000000000
evaluations raw_y
1 -4.0000000000
2 -2.0000000000
18 486.0000000000
41 502.0000000000
366 -1.0000000000
evaluations raw_y
1 -6.0000000000
2 -3.0000000000
10 -2.0000000000
16 -1.0000000000
53 484.0000000000
65 485.0000000000
71 491.0000000000
380 -1.0000000000
evaluations raw_y
1 -18.0000000000
2 -13.0000000000
3 -7.0000000000
4 -4.0000000000
8 -2.0000000000
12 -1.0000000000
18 487.0000000000
26 501.0000000000
98 507.0000000000
124 512.0000000000
172 516.0000000000
480 -3.0000000000
evaluations raw_y
1 -9.0000000000
2 -6.0000000000
5 -2.0000000000
6 495.0000000000
56 502.0000000000
380 480.0000000000
evaluations raw_y
1 -2.0000000000
2 495.0000000000
360 -1.0000000000
evaluations raw_y
1 -8.0000000000
2 -5.0000000000
12 -4.0000000000
26 -2.0000000000
56 -1.0000000000
113 471.0000000000
119 485.0000000000
149 486.0000000000
170 490.0000000000
470 -24.0000000000
