evaluations raw_y
1 -2009.0000000000
3 26.0500000000
4 26.4200000000
5 46.3700000000
8 79.6700000000
65 93.2500000000
66 107.3700000000
77 108.0400000000
223 112.7700000000
406 149.4400000000
1598 169.8100000000
1644 179.8200000000
1985 185.9200000000
2094 187.8900000000
2232 189.1500000000
2893 206.4400000000
3321 320.2600000000
3513 321.9900000000
7952 378.9700000000
10000 30.1100000000
evaluations raw_y
1 -2016.0000000000
4 44.3200000000
6 46.1100000000
11 48.5600000000
21 50.8400000000
33 53.9600000000
37 55.9900000000
39 56.6700000000
40 66.2700000000
42 71.2800000000
45 84.2500000000
78 88.9300000000
83 89.6800000000
219 98.9100000000
222 99.1800000000
231 99.2600000000
966 119.6000000000
1093 125.8300000000
1109 139.8600000000
1112 156.9500000000
1443 221.2600000000
1445 228.1600000000
2311 245.9800000000
2322 247.0300000000
2327 252.9000000000
2384 317.5900000000
2939 319.6400000000
2972 338.4000000000
4085 397.0300000000
5314 404.3900000000
6511 425.2700000000
10000 221.3000000000
evaluations raw_y
1 -1980.0000000000
3 35.7100000000
7 44.3000000000
26 46.7200000000
32 62.2100000000
42 65.9000000000
57 66.1500000000
104 72.8800000000
106 73.4200000000
107 92.3200000000
117 99.0700000000
373 102.6600000000
475 105.6800000000
666 116.2200000000
1767 142.7600000000
1776 156.7200000000
1801 157.9200000000
1815 170.8800000000
2764 188.9400000000
2858 194.2700000000
3055 196.1700000000
3064 199.5800000000
3116 202.3400000000
3149 203.6700000000
3152 203.7700000000
3255 205.2200000000
3394 234.3400000000
3869 235.2100000000
3886 250.0400000000
6680 334.3900000000
6684 336.6300000000
6716 338.5200000000
6739 343.1400000000
10000 172.1700000000
evaluations raw_y
1 -2025.0000000000
2 -2023.0000000000
3 53.8500000000
4 63.9700000000
5 80.7400000000
26 85.2800000000
61 98.0100000000
473 101.0600000000
869 160.4000000000
954 166.4800000000
1007 170.6500000000
1174 198.8700000000
2866 218.8100000000
3620 323.1400000000
8143 141.3000000000
